,code,fundName,invType,purchaseDate,type,units,monthly_gain,yearly_gain,incPercent,yrIncPercent,recentInc,pastInc,lastDGain
23,119609,SBI EQUITY HYBRID FUND - DIRECT PLAN - Growth,L,2021-06-25 00:00:00,,65.413,463.00629659999873,1393.7024605999993,3.3154838745941158,10.692598458706456,0.007964369636686133,0.0075960145463146375,-23.071165099999913
24,120592,ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  Growth,L,2019-12-04 00:00:00,,12.083,317.05792000000014,2065.7096800000004,4.189217235819086,35.49465379424895,0.014551107656432201,0.010934167600907985,9.908060000000605
25,120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth,L,2020-07-28 00:00:00,,1550.93,-124.07439999999735,13198.414299999997,-0.1643047853768706,21.2219451371571,0.011865112406328066,0.00558677258929148,139.58369999999428
26,129309,ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option,L,2020-08-14 00:00:00,,1886.7,1452.7589999999993,8735.420999999998,4.54277286135693,35.37051184110007,0.014891179839633333,0.011084619567490692,-56.601000000002145
27,148947,Tata Dividend Yield Fund-Direct Plan-Growth,L,2021-05-17 00:00:00,,3999.8,1182.3408800000013,5029.7485000000015,2.6868086421436326,12.524900398406379,0.0,0.0,-277.1861400000006
28,119711,SBI MAGNUM GLOBAL FUND - DIRECT PLAN -GROWTH,L,2021-07-16 00:00:00,,176.856,1104.200435999997,3842.921709600003,2.0938125968138843,7.6862072319841594,-0.0020517443432795505,0.010679795735325131,-279.32636640000374
29,148921,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,L,2021-05-03 00:00:00,,500.0,229.99999999999955,1200.0000000000002,3.814262023217239,23.71541501976285,0.0,0.0,-20.000000000000462
30,118537,Franklin India Technology Fund - Direct - Growth,L,2021-08-18 00:00:00,,30.9,538.4819400000002,834.9859799999999,4.841628682703375,7.713201859923445,0.014163270527604622,0.01211847872369122,107.75757000000014
31,140243,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,L,2021-08-02 00:00:00,,533.61,-1110.9760200000005,-2179.2632400000016,-3.8401947764497577,-7.264577181685587,-0.034430389124516174,0.0015164855197668972,-80.575109999998
32,119065,HDFC Index Fund-Sensex Plan - Direct Plan,S,2021-08-30 00:00:00,,19.264,478.2962240000015,557.0763520000002,4.7457143113816445,5.570926536897998,0.017432632469533502,0.008557339649531205,28.5858496000012
0,119065,HDFC Index Fund-Sensex Plan - Direct Plan,,14-09-2021,A,9.404957729417484,153.97138447561264,153.97138447561264,3.079427689512253,3.079427689512253,0.017432632469533502,0.008557339649531205,13.956016774683192
